species;code
Streptocarpus papangae;tropical
Streptocarpus pentherianus;extratropical
Streptocarpus perrieri;tropical
Streptocarpus pole-evansii;extratropical
Streptocarpus polyanthus;generalist
Streptocarpus primulifolius;extratropical
Streptocarpus prolixus;extratropical
Streptocarpus prostratus;tropical
Streptocarpus pusillus;extratropical
Streptocarpus rexii;extratropical
Streptocarpus saxorum;tropical
Streptocarpus schliebenii;tropical
Streptocarpus silvaticus;extratropical
Streptocarpus solenanthus;tropical
Streptocarpus stomandrus;tropical
Streptocarpus suffruticosus;tropical
Streptocarpus tanala;tropical
Streptocarpus thompsonii;tropical
Streptocarpus tsaratananensis;tropical
Streptocarpus umtaliensis;generalist
Streptocarpus vandeleurii;extratropical
Streptocarpus variabilis;tropical
Streptocarpus venosus;tropical
Streptocarpus wendlandii;tropical
Streptocarpus wilmsii;extratropical
Striga aequinoctialis;tropical
Striga angustifolia;generalist
Striga asiatica;generalist
Striga aspera;tropical
Striga baumannii;tropical
Striga bilabiata;extratropical
Striga brachycalyx;tropical
Striga elegans;extratropical
Striga forbesii;generalist
Striga gesnerioides;generalist
Striga hermonthica;tropical
Striga hirsuta;generalist
Striga junodii;generalist
Striga klingii;tropical
Striga latericea;tropical
Striga linearifolia;tropical
Striga macrantha;tropical
Striga masuria;generalist
Striga passargei;tropical
Striga primuloides;tropical
Striga pubiflora;tropical
Strobilanthes abbreviata;generalist
Strobilanthes affinis;extratropical
Strobilanthes alternata;tropical
Strobilanthes anisandra;extratropical
Strobilanthes attenuatus;extratropical
Strobilanthes auriculatus;generalist
Strobilanthes austrosinensis;extratropical
Strobilanthes chinensis;tropical
Strobilanthes cruciata;generalist
Strobilanthes cumingiana;tropical
Strobilanthes cusia;generalist
Strobilanthes cystolithigera;generalist
Strobilanthes dalzielii;generalist
Strobilanthes esquirolii;generalist
Strobilanthes flexa;extratropical
Strobilanthes flexicaulis;tropical
Strobilanthes forrestii;extratropical
Strobilanthes gigantodes;tropical
Strobilanthes glomerata;generalist
Strobilanthes hamiltoniana;tropical
Strobilanthes henryi;extratropical
Strobilanthes hossei;tropical
Strobilanthes kingdonii;extratropical
Strobilanthes labordei;extratropical
Strobilanthes lachenensis;extratropical
Strobilanthes longespicatus;tropical
Strobilanthes longzhouensis;tropical
Strobilanthes mastersii;extratropical
Strobilanthes medogensis;extratropical
Strobilanthes nobilis;extratropical
Strobilanthes oliganthus;extratropical
Strobilanthes oresbius;extratropical
Strobilanthes pateriformis;generalist
Strobilanthes penstemonoides;generalist
Strobilanthes persicifolia;extratropical
Strobilanthes polyneuros;tropical
Strobilanthes quadrifaria;tropical
Strobilanthes rankanensis;extratropical
Strobilanthes reptans;tropical
Strobilanthes serrata;tropical
Strobilanthes speciosa;tropical
Strobilanthes tetraspermus;extratropical
Strobilanthes tibetica;extratropical
Strobilanthes tomentosa;generalist
Strobilanthes tonkinensis;tropical
Strobilanthes torrentium;extratropical
Strobilanthes versicolor;extratropical
Strobilanthes wallichii;extratropical
Strobilanthes yunnanensis;extratropical
Strobilanthopsis linifolia;generalist
Suessenguthia barthleniana;generalist
Suessenguthia multisetosa;tropical
Suessenguthia trochilophila;tropical
Suessenguthia vargasii;tropical
Sutera aethiopica;extratropical
Sutera calycina;generalist
Sutera campanulata;extratropical
Sutera cooperi;extratropical
Sutera cordata;extratropical
Sutera denudata;extratropical
Sutera foetida;extratropical
Sutera griquensis;extratropical
Sutera halimifolia;extratropical
Sutera hispida;extratropical
Sutera macrosiphon;extratropical
Sutera marifolia;extratropical
Sutera neglecta;extratropical
Sutera polyantha;extratropical
Sutera revoluta;extratropical
Sutera subnuda;extratropical
Sutera violacea;extratropical
Suzukia shikikunensis;generalist
Symphorema luzonicum;tropical
Synandra hispidula;extratropical
Syncolostemon albiflorus;extratropical
Syncolostemon argenteus;generalist
Syncolostemon bracteosus;generalist
Syncolostemon canescens;extratropical
Syncolostemon cinereum;extratropical
Syncolostemon concinnus;extratropical
Syncolostemon densiflorus;generalist
Syncolostemon elliottii;generalist
Syncolostemon eriocephalus;extratropical
Syncolostemon floccosus;tropical
Syncolostemon foliosus;extratropical
Syncolostemon incanus;extratropical
Syncolostemon linearis;extratropical
Syncolostemon macranthus;extratropical
Syncolostemon madagascariensis;tropical
Syncolostemon modestus;extratropical
Syncolostemon obermeyerae;extratropical
Syncolostemon parviflorus;generalist
Syncolostemon parvifolius;extratropical
Syncolostemon persimilis;extratropical
Syncolostemon petiolatus;extratropical
Syncolostemon pretoriae;extratropical
Syncolostemon punctatus;extratropical
Syncolostemon ramulosus;generalist
Syncolostemon rehmannii;extratropical
Syncolostemon rotundifolius;tropical
Syncolostemon rugosifolius;extratropical
Syncolostemon stenophyllus;extratropical
Syncolostemon subvelutinus;extratropical
Syncolostemon teucriifolius;extratropical
Syncolostemon thorncroftii;extratropical
Syncolostemon transvaalensis;extratropical
Syncolostemon welwitschii;tropical
Syringa emodi;extratropical
Syringa josikaea;extratropical
Syringa komarowii;extratropical
Syringa oblata;extratropical
Syringa persica;extratropical
Syringa pinetorum;extratropical
Syringa pinnatifolia;extratropical
Syringa pubescens;extratropical
Syringa reticulata;extratropical
Syringa tomentella;extratropical
Syringa villosa;extratropical
Syringa vulgaris;extratropical
Tabebuia acrophylla;tropical
Tabebuia angustata;tropical
Tabebuia aurea;tropical
Tabebuia bahamensis;tropical
Tabebuia berteroi;tropical
Tabebuia bibracteolata;tropical
Tabebuia calcicola;tropical
Tabebuia cassinoides;tropical
Tabebuia densifolia;tropical
Tabebuia dubia;tropical
Tabebuia elliptica;tropical
Tabebuia fluviatilis;tropical
Tabebuia haemantha;tropical
Tabebuia heterophylla;tropical
Tabebuia hypoleuca;tropical
Tabebuia insignis;tropical
Tabebuia lepidophylla;tropical
Tabebuia lepidota;tropical
Tabebuia leptoneura;tropical
Tabebuia linearis;tropical
Tabebuia microphylla;tropical
Tabebuia moaensis;tropical
Tabebuia myrtifolia;tropical
Tabebuia nodosa;generalist
Tabebuia obovata;tropical
Tabebuia obtusifolia;tropical
Tabebuia ochracea;tropical
Tabebuia orinocensis;tropical
Tabebuia pallida;tropical
Tabebuia palustris;tropical
Tabebuia pilosa;tropical
Tabebuia polyantha;tropical
Tabebuia reticulata;tropical
Tabebuia ricardii;tropical
Tabebuia rigida;tropical
Tabebuia rosea;tropical
Tabebuia roseoalba;tropical
Tabebuia sauvallei;tropical
Tabebuia schumanniana;tropical
Tabebuia shaferi;tropical
Tabebuia simplicifolia;tropical
Tabebuia stenocalyx;tropical
Tabebuia striata;tropical
Tabebuia trachycarpa;tropical
Tabebuia vinosa;tropical
Tamonea boxiana;tropical
Tamonea curassavica;tropical
Tamonea juncea;tropical
Tamonea spicata;tropical
Tanaecium bilabiatum;tropical
Tanaecium caudiculatum;tropical
Tanaecium crucigerum;tropical
Tanaecium cyrtanthum;tropical
Tanaecium duckei;tropical
Tanaecium exitiosum;tropical
Tanaecium jaroba;tropical
Tanaecium pyramidatum;tropical
Tanaecium revillae;tropical
Tanaecium selloi;generalist
Tanaecium tetragonolobum;tropical
Tanaecium tetramerum;tropical
Tanaecium truncatum;tropical
Tanaecium xanthophyllum;tropical
Tecoma capensis;generalist
Tecoma castanifolia;tropical
Tecoma fulva;generalist
Tecoma nyassae;tropical
Tecoma rosifolia;generalist
Tecoma stans;generalist
Tecoma tenuiflora;generalist
Tecoma weberbaueriana;tropical
Tecomanthe dendrophila;tropical
Tecomanthe hillii;generalist
Tecomanthe ternatensis;undetermined
Tecomanthe volubilis;tropical
Tecomella undulata;extratropical
Tectona grandis;tropical
Tectona philippinensis;tropical
Teedia lucida;extratropical
Teijsmanniodendron ahernianum;tropical
Teijsmanniodendron bintuluense;tropical
Teijsmanniodendron bogoriense;tropical
Teijsmanniodendron coriaceum;tropical
Teijsmanniodendron glabrum;tropical
Teijsmanniodendron havilandii;tropical
Teijsmanniodendron hollrungii;tropical
Teijsmanniodendron holophyllum;tropical
Teijsmanniodendron latiffii;tropical
Teijsmanniodendron pteropodum;tropical
Teijsmanniodendron punctatum;tropical
Teijsmanniodendron sarawakanum;tropical
Teijsmanniodendron scaberrimum;tropical
Teijsmanniodendron simplicifolium;tropical
Teijsmanniodendron simplicioides;tropical
Teijsmanniodendron sinclairii;tropical
Teijsmanniodendron smilacifolium;tropical
Teijsmanniodendron subspicatum;tropical
Teijsmanniodendron unifoliolatum;tropical
Tessmanniacanthus chlamydocardioides;tropical
Tetrachondra patagonica;extratropical
Tetraclea coulteri;extratropical
Tetradenia barberae;generalist
Tetradenia brevispicata;extratropical
Tetradenia clementiana;tropical
Tetradenia cordata;tropical
Tetradenia falafa;tropical
Tetradenia fruticosa;tropical
Tetradenia galpinii;generalist
Tetradenia goudotii;tropical
Tetradenia hildeana;tropical
Tetradenia isaloensis;tropical
Tetradenia nervosa;tropical
Tetradenia riparia;generalist
Tetradenia urticifolia;generalist
Tetramerium abditum;extratropical
Tetramerium butterwickianum;tropical
Tetramerium diffusum;tropical
Tetramerium fruticosum;generalist
Tetramerium glandulosum;generalist
Tetramerium glutinosum;tropical
Tetramerium guerrerense;tropical
Tetramerium langlassei;tropical
Tetramerium nemorum;tropical
Tetramerium nervosum;generalist
Tetramerium oaxacanum;tropical
Tetramerium ochoterenae;tropical
Tetramerium peruvianum;tropical
Tetramerium rubrum;tropical
Tetramerium rzedowskii;tropical
Tetramerium sagasteguianum;generalist
Tetramerium tenuissimum;generalist
Tetramerium wasshausenii;generalist
Tetramerium yaquianum;generalist
Tetranema floribundum;tropical
Tetranema gamboanum;tropical
Tetranema roseum;generalist
Tetraselago longituba;extratropical
Tetraselago natalensis;extratropical
Tetraselago nelsonii;extratropical
Tetraselago wilmsii;extratropical
Tetraulacium veroniciforme;tropical
Teucrium abutiloides;undetermined
Teucrium africanum;extratropical
Teucrium afrum;extratropical
Teucrium albicaule;extratropical
Teucrium alborubrum;extratropical
Teucrium alpestre;extratropical
Teucrium alvarezii;extratropical
Teucrium angustissimum;extratropical
Teucrium aragonense;extratropical
Teucrium argutum;generalist
Teucrium aristatum;extratropical
Teucrium aroanium;extratropical
Teucrium asiaticum;extratropical
Teucrium aureocandidum;extratropical
Teucrium aureum;extratropical
Teucrium balearicum;extratropical
Teucrium balfourii;undetermined
Teucrium balthazaris;extratropical
Teucrium barbarum;extratropical
Teucrium betonicum;undetermined
Teucrium bicolor;extratropical
Teucrium bicoloreum;extratropical
Teucrium bidentatum;extratropical
Teucrium botrys;extratropical
Teucrium bracteatum;extratropical
Teucrium brevifolium;extratropical
Teucrium buxifolium;extratropical
Teucrium campanulatum;extratropical
Teucrium canadense;extratropical
Teucrium capitatum;extratropical
Teucrium carolipaui;extratropical
Teucrium carthaginense;extratropical
Teucrium chamaedrys;extratropical
Teucrium charidemi;extratropical
Teucrium chlorocephalum;extratropical
Teucrium chlorostachyum;extratropical
Teucrium chrysotrichum;extratropical
Teucrium coeleste;extratropical
Teucrium compactum;extratropical
Teucrium conquense;extratropical
Teucrium corymbiferum;extratropical
Teucrium corymbosum;extratropical
Teucrium cossonii;extratropical
Teucrium creticum;extratropical
Teucrium cubense;generalist
Teucrium cuneifolium;extratropical
Teucrium decipiens;extratropical
Teucrium demnatense;generalist
Teucrium divaricatum;extratropical
Teucrium doumerguei;extratropical
Teucrium dunense;extratropical
Teucrium edetanum;extratropical
Teucrium embergeri;extratropical
Teucrium eremaeum;extratropical
Teucrium eriocephalum;extratropical
Teucrium expassum;extratropical
Teucrium fililobum;extratropical
Teucrium flavum;extratropical
Teucrium fragile;extratropical
Teucrium franchetianum;extratropical
Teucrium francisci-werneri;extratropical
Teucrium freynii;extratropical
Teucrium fruticans;extratropical
Teucrium glandulosum;extratropical
Teucrium gnaphalodes;extratropical
Teucrium gracile;undetermined
Teucrium grandiusculum;extratropical
Teucrium grisebachii;extratropical
Teucrium grosii;extratropical
Teucrium gypsophilum;extratropical
Teucrium haenseleri;extratropical
Teucrium halacsyanum;extratropical
Teucrium heterophyllum;tropical
Teucrium hieronymi;extratropical
Teucrium hifacense;extratropical
Teucrium hircanicum;extratropical
Teucrium homotrichum;extratropical
Teucrium huotii;extratropical
Teucrium integrifolium;generalist
Teucrium intricatum;extratropical
Teucrium japonicum;extratropical
Teucrium junceum;generalist
Teucrium kraussii;generalist
Teucrium labiosum;extratropical
Teucrium laciniatum;extratropical
Teucrium lamiifolium;extratropical
Teucrium lanigerum;extratropical
Teucrium leonis;extratropical
Teucrium lepicephalum;extratropical
Teucrium leucocladum;extratropical
Teucrium libanitis;extratropical
Teucrium lucidum;extratropical
Teucrium lusitanicum;extratropical
Teucrium luteum;extratropical
Teucrium maestracense;extratropical
Teucrium maghrebinum;extratropical
Teucrium malenconianum;extratropical
Teucrium marum;extratropical
Teucrium mascatense;tropical
Teucrium massiliense;extratropical
Teucrium micranthum;extratropical
Teucrium microphyllum;extratropical
Teucrium montanum;extratropical
Teucrium montbretii;extratropical
Teucrium multicaule;extratropical
Teucrium murcicum;extratropical
Teucrium myriocladum;extratropical
Teucrium nudicaule;extratropical
Teucrium nummularifolium;tropical
Teucrium omeiense;extratropical
Teucrium orientale;extratropical
Teucrium ornatum;extratropical
Teucrium oxylepis;extratropical
Teucrium parviflorum;extratropical
Teucrium parvifolium;extratropical
Teucrium pernyi;extratropical
Teucrium pilbaranum;tropical
Teucrium polium;extratropical
Teucrium pseudoaragonense;extratropical
Teucrium pseudochamaepitys;extratropical
Teucrium pseudoscorodonia;extratropical
Teucrium pugionifolium;extratropical
Teucrium pumilum;extratropical
Teucrium pyrenaicum;extratropical
Teucrium quadrifarium;generalist
Teucrium racemosum;extratropical
Teucrium reidii;extratropical
Teucrium resupinatum;extratropical
Teucrium rhodocalyx;tropical
Teucrium riosii;extratropical
Teucrium rivas-martinezii;extratropical
Teucrium rivasii;extratropical
Teucrium riverae;extratropical
Teucrium rixanense;extratropical
Teucrium robledoi;extratropical
Teucrium ronnigeri;extratropical
Teucrium rotundifolium;extratropical
Teucrium royleanum;extratropical
Teucrium salviastrum;extratropical
Teucrium scordium;extratropical
Teucrium scorodonia;extratropical
Teucrium scorolepis;extratropical
Teucrium sessiliflorum;extratropical
Teucrium siculum;extratropical
Teucrium similatum;extratropical
Teucrium socotranum;undetermined
Teucrium spinosum;extratropical
Teucrium stocksianum;extratropical
Teucrium subspinosum;extratropical
